,date,visitor_team,visitor_team_points,home_team,home_team_points,attendance,arena
324,20150220,Phoenix Suns,109,Minnesota Timberwolves,111,"14,077",Target Center
325,20150220,Cleveland Cavaliers,127,Washington Wizards,89,"20,356",Verizon Center
326,20150220,Houston Rockets,100,Dallas Mavericks,111,"20,389",American Airlines Center
327,20150220,Denver Nuggets,81,Milwaukee Bucks,89,"16,110",BMO Harris Bradley Center
328,20150220,Portland Trail Blazers,76,Utah Jazz,92,"19,911",EnergySolutions Arena
329,20150220,Boston Celtics,101,Sacramento Kings,109,"17,317",Sleep Train Arena
330,20150220,San Antonio Spurs,99,Golden State Warriors,110,"19,596",Oracle Arena
331,20150220,Brooklyn Nets,114,Los Angeles Lakers,105,"18,997",STAPLES Center
332,20150221,Oklahoma City Thunder,110,Charlotte Hornets,103,"19,303",Time Warner Cable Arena
333,20150221,New Orleans Pelicans,105,Miami Heat,91,"19,982",AmericanAirlines Arena
334,20150221,Phoenix Suns,107,Chicago Bulls,112,"22,292",United Center
335,20150221,Toronto Raptors,76,Houston Rockets,98,"18,329",Toyota Center
336,20150221,Sacramento Kings,99,Los Angeles Clippers,126,"19,133",STAPLES Center
337,20150222,Cleveland Cavaliers,101,New York Knicks,83,"19,812",Madison Square Garden (IV)
338,20150222,Washington Wizards,89,Detroit Pistons,106,"18,371",The Palace of Auburn Hills
339,20150222,Atlanta Hawks,97,Milwaukee Bucks,86,"14,787",BMO Harris Bradley Center
340,20150222,Golden State Warriors,98,Indiana Pacers,104,"17,789",Bankers Life Fieldhouse
341,20150222,Philadelphia 76ers,98,Orlando Magic,103,"16,108",Amway Center
342,20150222,Denver Nuggets,94,Oklahoma City Thunder,119,"18,203",Chesapeake Energy Arena
343,20150222,Charlotte Hornets,81,Dallas Mavericks,92,"20,347",American Airlines Center
344,20150222,Memphis Grizzlies,98,Portland Trail Blazers,92,"19,782",Moda Center
345,20150222,Boston Celtics,111,Los Angeles Lakers,118,"18,997",STAPLES Center
346,20150223,Philadelphia 76ers,108,Miami Heat,119,"19,802",AmericanAirlines Arena
347,20150223,Milwaukee Bucks,71,Chicago Bulls,87,"21,434",United Center
348,20150223,Minnesota Timberwolves,102,Houston Rockets,113,"18,240",Toyota Center
349,20150223,Toronto Raptors,97,New Orleans Pelicans,100,"16,514",Smoothie King Center
350,20150223,Brooklyn Nets,110,Denver Nuggets,82,"13,127",Pepsi Center
351,20150223,Boston Celtics,115,Phoenix Suns,110,"17,076",US Airways Center
352,20150223,San Antonio Spurs,81,Utah Jazz,90,"18,782",EnergySolutions Arena
353,20150223,Memphis Grizzlies,90,Los Angeles Clippers,87,"19,161",STAPLES Center
354,20150224,Golden State Warriors,114,Washington Wizards,107,"20,356",Verizon Center
355,20150224,Cleveland Cavaliers,102,Detroit Pistons,93,"19,087",The Palace of Auburn Hills
356,20150224,Indiana Pacers,92,Oklahoma City Thunder,105,"18,203",Chesapeake Energy Arena
357,20150224,Toronto Raptors,92,Dallas Mavericks,99,"20,151",American Airlines Center
358,20150225,Miami Heat,93,Orlando Magic,90,"18,309",Amway Center
359,20150225,Dallas Mavericks,87,Atlanta Hawks,104,"16,126",Philips Arena
360,20150225,New York Knicks,94,Boston Celtics,115,"16,899",TD Garden
361,20150225,Charlotte Hornets,98,Chicago Bulls,86,"21,509",United Center
362,20150225,Los Angeles Clippers,105,Houston Rockets,110,"18,154",Toyota Center
363,20150225,Philadelphia 76ers,88,Milwaukee Bucks,104,"12,763",BMO Harris Bradley Center
364,20150225,Washington Wizards,77,Minnesota Timberwolves,97,"19,856",Target Center
365,20150225,Brooklyn Nets,96,New Orleans Pelicans,102,"16,097",Smoothie King Center
366,20150225,Phoenix Suns,110,Denver Nuggets,96,"12,813",Pepsi Center
367,20150225,Los Angeles Lakers,100,Utah Jazz,97,"19,911",EnergySolutions Arena
368,20150225,Memphis Grizzlies,90,Sacramento Kings,102,"16,794",Sleep Train Arena
369,20150225,San Antonio Spurs,95,Portland Trail Blazers,111,"19,650",Moda Center
370,20150226,Golden State Warriors,99,Cleveland Cavaliers,110,"20,562",Quicken Loans Arena
371,20150226,Oklahoma City Thunder,113,Phoenix Suns,117,"17,514",US Airways Center
372,20150227,Cleveland Cavaliers,86,Indiana Pacers,93,"18,165",Bankers Life Fieldhouse
373,20150227,Washington Wizards,81,Philadelphia 76ers,89,"18,089",Wells Fargo Center
374,20150227,Orlando Magic,88,Atlanta Hawks,95,"18,968",Philips Arena
375,20150227,Charlotte Hornets,98,Boston Celtics,106,"18,624",TD Garden
376,20150227,New York Knicks,121,Detroit Pistons,115,"16,182",The Palace of Auburn Hills
377,20150227,Golden State Warriors,113,Toronto Raptors,89,"19,800",Air Canada Centre
378,20150227,Minnesota Timberwolves,89,Chicago Bulls,96,"21,635",United Center
379,20150227,Brooklyn Nets,98,Houston Rockets,102,"18,139",Toyota Center
380,20150227,Los Angeles Clippers,97,Memphis Grizzlies,79,"18,119",FedEx Forum
381,20150227,Miami Heat,102,New Orleans Pelicans,104,"17,797",Smoothie King Center
382,20150227,Utah Jazz,104,Denver Nuggets,82,"15,002",Pepsi Center
383,20150227,San Antonio Spurs,107,Sacramento Kings,96,"17,317",Sleep Train Arena
384,20150227,Milwaukee Bucks,93,Los Angeles Lakers,101,"18,997",STAPLES Center
385,20150227,Oklahoma City Thunder,112,Portland Trail Blazers,115,"19,962",Moda Center
386,20150228,Detroit Pistons,95,Washington Wizards,99,"20,356",Verizon Center
387,20150228,Atlanta Hawks,93,Miami Heat,91,"19,733",AmericanAirlines Arena
388,20150228,Toronto Raptors,98,New York Knicks,103,"19,812",Madison Square Garden (IV)
389,20150228,Memphis Grizzlies,101,Minnesota Timberwolves,97,"19,356",Target Center
390,20150228,Brooklyn Nets,104,Dallas Mavericks,94,"20,367",American Airlines Center
391,20150228,San Antonio Spurs,101,Phoenix Suns,74,"18,055",US Airways Center
392,20150228,Milwaukee Bucks,75,Utah Jazz,82,"19,515",EnergySolutions Arena
393,20150301,Los Angeles Clippers,96,Chicago Bulls,86,"21,680",United Center
394,20150301,Cleveland Cavaliers,103,Houston Rockets,105,"18,345",Toyota Center
395,20150301,Golden State Warriors,106,Boston Celtics,101,"18,624",TD Garden
396,20150301,Philadelphia 76ers,74,Indiana Pacers,94,"16,581",Bankers Life Fieldhouse
397,20150301,Charlotte Hornets,98,Orlando Magic,83,"15,422",Amway Center
398,20150301,Portland Trail Blazers,110,Sacramento Kings,99,"16,776",Sleep Train Arena
399,20150301,Oklahoma City Thunder,108,Los Angeles Lakers,101,"18,997",STAPLES Center
400,20150301,New Orleans Pelicans,99,Denver Nuggets,92,"13,109",Pepsi Center
401,20150302,Toronto Raptors,114,Philadelphia 76ers,103,"10,742",Wells Fargo Center
402,20150302,Golden State Warriors,108,Brooklyn Nets,110,"17,732",Barclays Center
403,20150302,Phoenix Suns,98,Miami Heat,115,"19,600",AmericanAirlines Arena
404,20150302,Los Angeles Clippers,110,Minnesota Timberwolves,105,"18,239",Target Center
405,20150302,New Orleans Pelicans,93,Dallas Mavericks,102,"20,367",American Airlines Center
406,20150303,Los Angeles Lakers,103,Charlotte Hornets,104,"16,947",Time Warner Cable Arena
407,20150303,Boston Celtics,79,Cleveland Cavaliers,110,"20,562",Quicken Loans Arena
408,20150303,Sacramento Kings,124,New York Knicks,86,"19,812",Madison Square Garden (IV)
409,20150303,Houston Rockets,96,Atlanta Hawks,104,"18,968",Philips Arena
410,20150303,Washington Wizards,92,Chicago Bulls,97,"21,468",United Center
411,20150303,Utah Jazz,93,Memphis Grizzlies,82,"16,779",FedEx Forum
412,20150303,Milwaukee Bucks,95,Denver Nuggets,106,"12,234",Pepsi Center
413,20150304,New York Knicks,82,Indiana Pacers,105,"15,981",Bankers Life Fieldhouse
414,20150304,Phoenix Suns,105,Orlando Magic,100,"15,822",Amway Center
415,20150304,Utah Jazz,84,Boston Celtics,85,"16,354",TD Garden
416,20150304,Charlotte Hornets,115,Brooklyn Nets,91,"16,691",Barclays Center
417,20150304,Cleveland Cavaliers,120,Toronto Raptors,112,"19,800",Air Canada Centre
418,20150304,Memphis Grizzlies,102,Houston Rockets,100,"18,224",Toyota Center
419,20150304,Los Angeles Lakers,94,Miami Heat,100,"19,600",AmericanAirlines Arena
420,20150304,Denver Nuggets,100,Minnesota Timberwolves,85,"13,848",Target Center
421,20150304,Detroit Pistons,85,New Orleans Pelicans,88,"16,925",Smoothie King Center
422,20150304,Philadelphia 76ers,118,Oklahoma City Thunder,123,"18,203",Chesapeake Energy Arena
423,20150304,Sacramento Kings,85,San Antonio Spurs,112,"18,581",AT&T Center
424,20150304,Milwaukee Bucks,93,Golden State Warriors,102,"19,596",Oracle Arena
425,20150304,Portland Trail Blazers,98,Los Angeles Clippers,93,"19,060",STAPLES Center
426,20150305,Oklahoma City Thunder,105,Chicago Bulls,108,"21,696",United Center
427,20150305,Dallas Mavericks,75,Portland Trail Blazers,94,"19,499",Moda Center
428,20150306,Toronto Raptors,94,Charlotte Hornets,103,"19,080",Time Warner Cable Arena
429,20150306,Chicago Bulls,84,Indiana Pacers,98,"18,165",Bankers Life Fieldhouse
430,20150306,Sacramento Kings,114,Orlando Magic,119,"15,112",Amway Center
431,20150306,Utah Jazz,89,Philadelphia 76ers,83,"15,811",Wells Fargo Center
432,20150306,Miami Heat,97,Washington Wizards,99,"20,356",Verizon Center
433,20150306,Cleveland Cavaliers,97,Atlanta Hawks,106,"19,244",Philips Arena
434,20150306,Phoenix Suns,108,Brooklyn Nets,100,"16,445",Barclays Center
435,20150306,Detroit Pistons,93,Houston Rockets,103,"18,193",Toyota Center
436,20150306,Los Angeles Lakers,90,Memphis Grizzlies,97,"17,399",FedEx Forum
437,20150306,Boston Celtics,104,New Orleans Pelicans,98,"17,274",Smoothie King Center
438,20150306,Denver Nuggets,111,San Antonio Spurs,120,"18,581",AT&T Center
439,20150306,Dallas Mavericks,89,Golden State Warriors,104,"19,596",Oracle Arena
440,20150307,Memphis Grizzlies,89,New Orleans Pelicans,95,"17,346",Smoothie King Center
441,20150307,Phoenix Suns,79,Cleveland Cavaliers,89,"20,562",Quicken Loans Arena
442,20150307,Sacramento Kings,109,Miami Heat,114,"19,600",AmericanAirlines Arena
443,20150307,Indiana Pacers,92,New York Knicks,86,"19,812",Madison Square Garden (IV)
444,20150307,Atlanta Hawks,84,Philadelphia 76ers,92,"17,624",Wells Fargo Center
445,20150307,Portland Trail Blazers,113,Minnesota Timberwolves,121,"19,356",Target Center
446,20150307,Washington Wizards,85,Milwaukee Bucks,91,"16,216",BMO Harris Bradley Center
447,20150307,Houston Rockets,114,Denver Nuggets,100,"15,231",Pepsi Center
448,20150308,Chicago Bulls,105,San Antonio Spurs,116,"18,581",AT&T Center
449,20150308,Los Angeles Clippers,98,Golden State Warriors,106,"19,596",Oracle Arena
450,20150308,Utah Jazz,95,Brooklyn Nets,88,"17,041",Barclays Center
451,20150308,Charlotte Hornets,108,Detroit Pistons,101,"15,673",The Palace of Auburn Hills
452,20150308,Boston Celtics,98,Orlando Magic,103,"17,041",Amway Center
453,20150308,Toronto Raptors,104,Oklahoma City Thunder,108,"18,203",Chesapeake Energy Arena
454,20150308,Dallas Mavericks,100,Los Angeles Lakers,93,"18,997",STAPLES Center
455,20150309,Washington Wizards,95,Charlotte Hornets,69,"15,119",Time Warner Cable Arena
456,20150309,Sacramento Kings,105,Atlanta Hawks,130,"18,418",Philips Arena
457,20150309,Boston Celtics,100,Miami Heat,90,"19,600",AmericanAirlines Arena
458,20150309,Memphis Grizzlies,101,Chicago Bulls,91,"21,815",United Center
459,20150309,New Orleans Pelicans,114,Milwaukee Bucks,103,"12,218",BMO Harris Bradley Center
460,20150309,New York Knicks,78,Denver Nuggets,106,"14,153",Pepsi Center
461,20150309,Golden State Warriors,98,Phoenix Suns,80,"18,055",US Airways Center
462,20150309,Minnesota Timberwolves,76,Los Angeles Clippers,89,"19,060",STAPLES Center
463,20150310,Orlando Magic,86,Indiana Pacers,118,"17,295",Bankers Life Fieldhouse
464,20150310,New Orleans Pelicans,111,Brooklyn Nets,91,"16,422",Barclays Center
465,20150310,Cleveland Cavaliers,127,Dallas Mavericks,94,"20,501",American Airlines Center
466,20150310,Toronto Raptors,107,San Antonio Spurs,117,"18,581",AT&T Center
467,20150310,New York Knicks,82,Utah Jazz,87,"17,121",EnergySolutions Arena
468,20150310,Detroit Pistons,85,Los Angeles Lakers,93,"17,771",STAPLES Center
469,20150311,Sacramento Kings,113,Charlotte Hornets,106,"15,885",Time Warner Cable Arena
470,20150311,Chicago Bulls,104,Philadelphia 76ers,95,"12,400",Wells Fargo Center
471,20150311,Memphis Grizzlies,92,Boston Celtics,95,"17,135",TD Garden
472,20150311,Brooklyn Nets,98,Miami Heat,104,"19,600",AmericanAirlines Arena
473,20150311,Orlando Magic,91,Milwaukee Bucks,97,"12,593",BMO Harris Bradley Center
474,20150311,Los Angeles Clippers,120,Oklahoma City Thunder,108,"18,203",Chesapeake Energy Arena
475,20150311,Atlanta Hawks,102,Denver Nuggets,115,"13,217",Pepsi Center
476,20150311,Minnesota Timberwolves,97,Phoenix Suns,106,"17,367",US Airways Center
477,20150311,Detroit Pistons,98,Golden State Warriors,105,"19,596",Oracle Arena
478,20150311,Houston Rockets,100,Portland Trail Blazers,105,"19,279",Moda Center
479,20150312,Milwaukee Bucks,103,Indiana Pacers,109,"15,729",Bankers Life Fieldhouse
480,20150312,Memphis Grizzlies,87,Washington Wizards,107,"18,186",Verizon Center
481,20150312,Houston Rockets,91,Utah Jazz,109,"18,781",EnergySolutions Arena
482,20150312,Cleveland Cavaliers,128,San Antonio Spurs,125,"18,581",AT&T Center
483,20150312,New York Knicks,101,Los Angeles Lakers,94,"18,997",STAPLES Center
484,20150313,Chicago Bulls,91,Charlotte Hornets,101,"19,183",Time Warner Cable Arena
485,20150313,Sacramento Kings,107,Philadelphia 76ers,114,"12,331",Wells Fargo Center
486,20150313,Orlando Magic,88,Boston Celtics,95,"18,624",TD Garden
487,20150313,Miami Heat,92,Toronto Raptors,102,"19,800",Air Canada Centre
488,20150313,Minnesota Timberwolves,99,Oklahoma City Thunder,113,"18,203",Chesapeake Energy Arena
489,20150313,Los Angeles Clippers,99,Dallas Mavericks,129,"20,444",American Airlines Center
490,20150313,Golden State Warriors,103,Denver Nuggets,114,"19,155",Pepsi Center
491,20150313,Atlanta Hawks,96,Phoenix Suns,87,"17,136",US Airways Center
492,20150313,Detroit Pistons,99,Portland Trail Blazers,118,"19,486",Moda Center
493,20150314,Boston Celtics,93,Indiana Pacers,89,"18,165",Bankers Life Fieldhouse
494,20150314,Sacramento Kings,97,Washington Wizards,113,"20,356",Verizon Center
495,20150314,Brooklyn Nets,94,Philadelphia 76ers,87,"14,865",Wells Fargo Center
496,20150314,Milwaukee Bucks,83,Memphis Grizzlies,96,"18,119",FedEx Forum
497,20150314,Detroit Pistons,85,Utah Jazz,88,"19,911",EnergySolutions Arena
498,20150314,New York Knicks,94,Golden State Warriors,125,"19,596",Oracle Arena
499,20150315,Chicago Bulls,100,Oklahoma City Thunder,109,"18,203",Chesapeake Energy Arena
500,20150315,Houston Rockets,100,Los Angeles Clippers,98,"19,211",STAPLES Center
501,20150315,Denver Nuggets,118,New Orleans Pelicans,111,"17,248",Smoothie King Center
502,20150315,Cleveland Cavaliers,123,Orlando Magic,108,"17,786",Amway Center
503,20150315,Minnesota Timberwolves,97,San Antonio Spurs,123,"18,581",AT&T Center
504,20150315,Portland Trail Blazers,113,Toronto Raptors,97,"19,800",Air Canada Centre
505,20150315,New York Knicks,89,Phoenix Suns,102,"17,264",US Airways Center
506,20150315,Atlanta Hawks,91,Los Angeles Lakers,86,"17,422",STAPLES Center
507,20150316,Toronto Raptors,117,Indiana Pacers,98,"17,060",Bankers Life Fieldhouse
508,20150316,Portland Trail Blazers,97,Washington Wizards,105,"17,324",Verizon Center
509,20150316,Philadelphia 76ers,89,Boston Celtics,108,"16,553",TD Garden
510,20150316,Denver Nuggets,81,Memphis Grizzlies,92,"16,614",FedEx Forum
511,20150316,Cleveland Cavaliers,92,Miami Heat,106,"19,626",AmericanAirlines Arena
512,20150316,Brooklyn Nets,122,Minnesota Timberwolves,106,"14,234",Target Center
513,20150316,Oklahoma City Thunder,115,Dallas Mavericks,119,"20,231",American Airlines Center
514,20150316,Charlotte Hornets,66,Utah Jazz,94,"16,743",EnergySolutions Arena
515,20150316,Atlanta Hawks,110,Sacramento Kings,103,"16,835",Sleep Train Arena
516,20150316,Los Angeles Lakers,105,Golden State Warriors,108,"19,596",Oracle Arena
517,20150317,Memphis Grizzlies,95,Detroit Pistons,105,"14,399",The Palace of Auburn Hills
518,20150317,San Antonio Spurs,100,New York Knicks,104,"19,812",Madison Square Garden (IV)
519,20150317,Orlando Magic,94,Houston Rockets,107,"18,235",Toyota Center
520,20150317,Milwaukee Bucks,84,New Orleans Pelicans,85,"17,881",Smoothie King Center
521,20150317,Charlotte Hornets,92,Los Angeles Clippers,99,"19,060",STAPLES Center
522,20150318,Brooklyn Nets,92,Cleveland Cavaliers,117,"20,562",Quicken Loans Arena
523,20150318,Detroit Pistons,83,Philadelphia 76ers,94,"10,776",Wells Fargo Center
524,20150318,Portland Trail Blazers,104,Miami Heat,108,"19,621",AmericanAirlines Arena
525,20150318,Minnesota Timberwolves,100,Toronto Raptors,105,"19,800",Air Canada Centre
526,20150318,Indiana Pacers,86,Chicago Bulls,103,"21,753",United Center
527,20150318,Orlando Magic,102,Dallas Mavericks,107,"20,294",American Airlines Center
528,20150318,San Antonio Spurs,114,Milwaukee Bucks,103,"14,831",BMO Harris Bradley Center
529,20150318,Boston Celtics,118,Oklahoma City Thunder,122,"18,203",Chesapeake Energy Arena
530,20150318,Los Angeles Clippers,116,Sacramento Kings,105,"16,785",Sleep Train Arena
531,20150318,Atlanta Hawks,95,Golden State Warriors,114,"19,596",Oracle Arena
532,20150318,Washington Wizards,88,Utah Jazz,84,"19,498",EnergySolutions Arena
533,20150319,Minnesota Timberwolves,95,New York Knicks,92,"19,812",Madison Square Garden (IV)
534,20150319,Denver Nuggets,108,Houston Rockets,118,"18,456",Toyota Center
535,20150319,New Orleans Pelicans,72,Phoenix Suns,74,"18,055",US Airways Center
536,20150319,Utah Jazz,80,Los Angeles Lakers,73,"17,407",STAPLES Center
537,20150320,Portland Trail Blazers,104,Orlando Magic,111,"16,203",Amway Center
538,20150320,New York Knicks,81,Philadelphia 76ers,97,"10,079",Wells Fargo Center
539,20150320,Milwaukee Bucks,127,Brooklyn Nets,129,"16,272",Barclays Center
540,20150320,Indiana Pacers,92,Cleveland Cavaliers,95,"20,562",Quicken Loans Arena
541,20150320,Denver Nuggets,91,Miami Heat,108,"19,710",AmericanAirlines Arena
542,20150320,Toronto Raptors,92,Chicago Bulls,108,"21,998",United Center
543,20150320,Atlanta Hawks,115,Oklahoma City Thunder,123,"18,203",Chesapeake Energy Arena
544,20150320,Memphis Grizzlies,112,Dallas Mavericks,101,"20,399",American Airlines Center
545,20150320,Boston Celtics,89,San Antonio Spurs,101,"18,581",AT&T Center
546,20150320,Charlotte Hornets,91,Sacramento Kings,101,"16,799",Sleep Train Arena
547,20150320,New Orleans Pelicans,96,Golden State Warriors,112,"19,596",Oracle Arena
548,20150320,Washington Wizards,99,Los Angeles Clippers,113,"19,218",STAPLES Center
549,20150321,Brooklyn Nets,123,Indiana Pacers,111,"16,453",Bankers Life Fieldhouse
550,20150321,Chicago Bulls,91,Detroit Pistons,107,"20,347",The Palace of Auburn Hills
551,20150321,Phoenix Suns,117,Houston Rockets,102,"18,340",Toyota Center
552,20150321,Portland Trail Blazers,86,Memphis Grizzlies,97,"17,898",FedEx Forum
553,20150321,Utah Jazz,91,Golden State Warriors,106,"19,596",Oracle Arena
554,20150322,San Antonio Spurs,114,Atlanta Hawks,95,"19,193",Philips Arena
555,20150322,Cleveland Cavaliers,108,Milwaukee Bucks,90,"16,687",BMO Harris Bradley Center
